meterID,gap_start,gap_end,missing_intervals,duration_hours
159,2016-09-10 23:30:00,2016-09-10 23:45:00,2,0.5
159,2016-09-11 23:30:00,2016-09-11 23:45:00,2,0.5
159,2016-09-12 23:30:00,2016-09-12 23:45:00,2,0.5
159,2016-09-13 23:30:00,2016-09-13 23:45:00,2,0.5
159,2016-09-14 23:30:00,2016-09-14 23:45:00,2,0.5
159,2016-09-15 23:30:00,2016-09-15 23:45:00,2,0.5
159,2016-09-16 23:30:00,2016-09-16 23:45:00,2,0.5
159,2016-09-17 23:30:00,2016-09-17 23:45:00,2,0.5
159,2016-09-18 23:30:00,2016-09-18 23:45:00,2,0.5
159,2016-09-19 23:30:00,2016-09-19 23:45:00,2,0.5
159,2016-09-20 23:30:00,2016-09-20 23:45:00,2,0.5
159,2016-09-21 23:30:00,2016-09-21 23:45:00,2,0.5
159,2016-09-22 23:30:00,2016-09-22 23:45:00,2,0.5
159,2016-09-23 23:30:00,2016-09-23 23:45:00,2,0.5
159,2016-09-24 23:30:00,2016-09-24 23:45:00,2,0.5
159,2016-09-25 23:30:00,2016-09-25 23:45:00,2,0.5
159,2016-09-26 23:30:00,2016-09-26 23:45:00,2,0.5
159,2016-09-27 23:30:00,2016-09-27 23:45:00,2,0.5
159,2016-09-28 23:30:00,2016-09-28 23:45:00,2,0.5
159,2016-09-29 23:30:00,2016-09-29 23:45:00,2,0.5
159,2016-09-30 23:30:00,2016-09-30 23:45:00,2,0.5
159,2016-10-01 23:30:00,2016-10-01 23:45:00,2,0.5
159,2016-10-02 23:30:00,2016-10-02 23:45:00,2,0.5
159,2016-10-03 23:30:00,2016-10-03 23:45:00,2,0.5
159,2016-10-04 23:30:00,2016-10-04 23:45:00,2,0.5
159,2016-10-05 23:30:00,2016-10-05 23:45:00,2,0.5
159,2016-10-06 23:30:00,2016-10-06 23:45:00,2,0.5
159,2016-10-07 23:30:00,2016-10-07 23:45:00,2,0.5
159,2016-10-08 23:30:00,2016-10-08 23:45:00,2,0.5
159,2016-10-09 23:30:00,2016-10-09 23:45:00,2,0.5
159,2016-10-10 23:30:00,2016-10-10 23:45:00,2,0.5
159,2016-10-11 23:30:00,2016-10-11 23:45:00,2,0.5
159,2016-10-12 23:30:00,2016-10-12 23:45:00,2,0.5
159,2016-10-13 23:30:00,2016-10-13 23:45:00,2,0.5
159,2016-10-14 23:30:00,2016-10-14 23:45:00,2,0.5
159,2016-10-15 23:30:00,2016-10-15 23:45:00,2,0.5
159,2016-10-16 23:30:00,2016-10-16 23:45:00,2,0.5
159,2016-10-17 23:30:00,2016-10-17 23:45:00,2,0.5
159,2016-10-18 23:30:00,2016-10-18 23:45:00,2,0.5
159,2016-10-19 23:30:00,2016-10-19 23:45:00,2,0.5
159,2016-10-20 23:30:00,2016-10-20 23:45:00,2,0.5
159,2016-10-21 23:30:00,2016-10-21 23:45:00,2,0.5
159,2016-10-22 23:30:00,2016-10-22 23:45:00,2,0.5
159,2016-10-23 23:30:00,2016-10-23 23:45:00,2,0.5
159,2016-10-24 23:30:00,2016-10-24 23:45:00,2,0.5
159,2016-10-25 23:30:00,2016-10-25 23:45:00,2,0.5
159,2016-10-26 23:30:00,2016-10-26 23:45:00,2,0.5
159,2016-10-27 23:30:00,2016-10-27 23:45:00,2,0.5
159,2016-10-28 23:30:00,2016-10-28 23:45:00,2,0.5
159,2016-10-29 23:30:00,2016-10-29 23:45:00,2,0.5
159,2016-10-31 23:30:00,2016-10-31 23:45:00,2,0.5
159,2016-11-01 23:30:00,2016-11-01 23:45:00,2,0.5
159,2016-11-02 23:30:00,2016-11-02 23:45:00,2,0.5
159,2016-11-03 23:30:00,2016-11-03 23:45:00,2,0.5
159,2016-11-04 23:30:00,2016-11-04 23:45:00,2,0.5
159,2016-11-05 23:30:00,2016-11-05 23:45:00,2,0.5
159,2016-11-06 23:30:00,2016-11-06 23:45:00,2,0.5
159,2016-11-07 23:30:00,2016-11-07 23:45:00,2,0.5
159,2016-11-08 23:30:00,2016-11-08 23:45:00,2,0.5
159,2016-11-09 23:30:00,2016-11-09 23:45:00,2,0.5
159,2016-11-10 23:30:00,2016-11-10 23:45:00,2,0.5
159,2016-11-11 23:30:00,2016-11-11 23:45:00,2,0.5
159,2016-11-12 23:30:00,2016-11-12 23:45:00,2,0.5
159,2016-11-13 23:30:00,2016-11-13 23:45:00,2,0.5
159,2016-11-14 23:30:00,2016-11-14 23:45:00,2,0.5
159,2016-11-15 23:30:00,2016-11-15 23:45:00,2,0.5
159,2016-11-16 23:30:00,2016-11-16 23:45:00,2,0.5
159,2016-11-17 23:30:00,2016-11-17 23:45:00,2,0.5
159,2016-11-18 23:30:00,2016-11-18 23:45:00,2,0.5
159,2016-11-19 23:30:00,2016-11-19 23:45:00,2,0.5
159,2016-11-20 23:30:00,2016-11-20 23:45:00,2,0.5
159,2016-11-21 23:30:00,2016-11-21 23:45:00,2,0.5
159,2016-11-22 23:30:00,2016-11-22 23:45:00,2,0.5
159,2016-11-23 23:30:00,2016-11-23 23:45:00,2,0.5
159,2016-11-24 23:30:00,2016-11-24 23:45:00,2,0.5
159,2016-11-25 23:30:00,2016-11-25 23:45:00,2,0.5
159,2016-11-26 23:30:00,2016-11-26 23:45:00,2,0.5
159,2016-11-27 23:30:00,2016-11-27 23:45:00,2,0.5
159,2016-11-28 23:30:00,2016-11-28 23:45:00,2,0.5
159,2016-11-29 23:30:00,2016-11-29 23:45:00,2,0.5
159,2016-11-30 23:30:00,2016-11-30 23:45:00,2,0.5
159,2016-12-01 23:30:00,2016-12-01 23:45:00,2,0.5
159,2016-12-02 23:30:00,2016-12-02 23:45:00,2,0.5
159,2016-12-03 23:30:00,2016-12-03 23:45:00,2,0.5
159,2016-12-04 23:30:00,2016-12-04 23:45:00,2,0.5
159,2016-12-05 23:30:00,2016-12-05 23:45:00,2,0.5
159,2016-12-06 23:30:00,2016-12-06 23:45:00,2,0.5
159,2016-12-07 23:30:00,2016-12-07 23:45:00,2,0.5
159,2016-12-08 23:30:00,2016-12-08 23:45:00,2,0.5
159,2016-12-09 23:30:00,2016-12-09 23:45:00,2,0.5
159,2016-12-10 23:30:00,2016-12-10 23:45:00,2,0.5
159,2016-12-11 23:30:00,2016-12-11 23:45:00,2,0.5
159,2016-12-12 23:30:00,2016-12-12 23:45:00,2,0.5
159,2016-12-13 23:30:00,2016-12-13 23:45:00,2,0.5
159,2016-12-14 23:30:00,2016-12-14 23:45:00,2,0.5
159,2016-12-15 23:30:00,2016-12-15 23:45:00,2,0.5
159,2016-12-16 23:30:00,2016-12-16 23:45:00,2,0.5
159,2016-12-17 23:30:00,2016-12-17 23:45:00,2,0.5
159,2016-12-18 23:30:00,2016-12-18 23:45:00,2,0.5
159,2016-12-19 23:30:00,2016-12-19 23:45:00,2,0.5
159,2016-12-20 23:30:00,2016-12-20 23:45:00,2,0.5
159,2016-12-21 23:30:00,2016-12-21 23:45:00,2,0.5
159,2016-12-22 23:30:00,2016-12-22 23:45:00,2,0.5
159,2016-12-23 23:30:00,2016-12-23 23:45:00,2,0.5
159,2016-12-24 23:30:00,2016-12-24 23:45:00,2,0.5
159,2016-12-25 23:30:00,2016-12-25 23:45:00,2,0.5
159,2016-12-26 23:30:00,2016-12-26 23:45:00,2,0.5
159,2016-12-27 23:30:00,2016-12-27 23:45:00,2,0.5
159,2016-12-28 23:30:00,2016-12-28 23:45:00,2,0.5
159,2016-12-29 23:30:00,2016-12-29 23:45:00,2,0.5
159,2016-12-30 23:30:00,2016-12-30 23:45:00,2,0.5
159,2016-12-31 23:30:00,2016-12-31 23:45:00,2,0.5
159,2017-01-01 23:30:00,2017-01-01 23:45:00,2,0.5
159,2017-01-02 23:30:00,2017-01-02 23:45:00,2,0.5
159,2017-01-03 23:30:00,2017-01-03 23:45:00,2,0.5
159,2017-01-04 23:30:00,2017-01-04 23:45:00,2,0.5
159,2017-01-05 23:30:00,2017-01-05 23:45:00,2,0.5
159,2017-01-06 23:30:00,2017-01-06 23:45:00,2,0.5
159,2017-01-07 23:30:00,2017-01-07 23:45:00,2,0.5
159,2017-01-08 23:30:00,2017-01-08 23:45:00,2,0.5
159,2017-01-09 23:30:00,2017-01-09 23:45:00,2,0.5
159,2017-01-10 23:30:00,2017-01-10 23:45:00,2,0.5
159,2017-01-11 23:30:00,2017-01-11 23:45:00,2,0.5
159,2017-01-12 23:30:00,2017-01-12 23:45:00,2,0.5
159,2017-01-13 23:30:00,2017-01-13 23:45:00,2,0.5
159,2017-01-14 23:30:00,2017-01-14 23:45:00,2,0.5
159,2017-01-15 23:30:00,2017-01-15 23:45:00,2,0.5
159,2017-01-16 23:30:00,2017-01-16 23:45:00,2,0.5
159,2017-01-17 23:30:00,2017-01-17 23:45:00,2,0.5
159,2017-01-18 23:30:00,2017-01-18 23:45:00,2,0.5
159,2017-01-19 23:30:00,2017-01-19 23:45:00,2,0.5
159,2017-01-20 23:30:00,2017-01-20 23:45:00,2,0.5
159,2017-01-21 23:30:00,2017-01-21 23:45:00,2,0.5
159,2017-01-22 23:30:00,2017-01-22 23:45:00,2,0.5
159,2017-01-23 23:30:00,2017-01-23 23:45:00,2,0.5
159,2017-01-24 23:30:00,2017-01-24 23:45:00,2,0.5
159,2017-01-25 23:30:00,2017-01-25 23:45:00,2,0.5
159,2017-01-26 23:30:00,2017-01-26 23:45:00,2,0.5
159,2017-01-27 23:30:00,2017-01-27 23:45:00,2,0.5
159,2017-01-28 23:30:00,2017-01-28 23:45:00,2,0.5
159,2017-01-29 23:30:00,2017-01-29 23:45:00,2,0.5
160,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
161,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
162,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
163,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
164,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
165,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
166,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
167,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
168,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
169,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
170,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
171,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
172,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
173,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
174,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
175,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
176,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
177,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
178,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
179,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
180,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
181,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
182,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
184,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
185,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
186,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
187,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
188,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
189,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
190,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
191,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
192,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
193,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
194,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
195,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
196,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
197,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
198,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
199,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
200,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
201,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
202,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
203,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
204,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
205,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
206,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
207,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
208,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
209,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
210,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
211,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
212,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
213,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
214,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
215,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
216,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
217,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
218,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
219,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
220,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
221,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
222,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
223,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
224,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
225,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
226,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
227,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
228,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
229,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
230,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
231,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
232,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
233,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
234,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
235,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
236,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
237,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
238,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
239,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
240,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
241,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
242,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
243,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
244,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
245,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
246,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
247,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
248,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
249,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
250,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
251,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
252,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
253,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
254,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
255,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
256,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
257,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
258,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
259,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
260,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
261,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
262,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
263,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
264,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
265,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
266,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
267,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
268,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
269,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
270,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
271,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
272,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
273,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
274,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
275,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
276,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
277,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
278,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
279,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
280,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
281,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
282,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
283,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
284,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
285,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
286,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
287,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
288,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
289,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
290,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
291,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
292,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
293,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
294,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
295,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
296,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
297,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
298,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
299,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
300,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
301,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
302,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
303,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
304,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
305,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
306,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
307,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
308,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
309,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
310,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
312,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
313,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
314,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
315,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
316,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
317,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
318,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
319,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
320,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
321,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
322,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
323,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
324,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
325,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
326,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
327,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
328,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
329,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
330,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
331,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
332,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
333,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
334,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
335,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
336,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
337,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
338,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
339,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
340,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
341,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
342,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
343,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
344,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
345,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
346,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
347,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
348,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
349,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
350,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
351,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
352,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
353,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
354,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
355,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
356,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
357,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
358,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
359,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
360,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
361,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
362,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
363,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
364,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
365,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
366,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
367,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
368,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
369,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
370,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
371,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
372,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
373,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
374,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
375,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
376,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
377,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
378,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
379,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
380,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
381,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
382,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
383,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
384,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
385,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
386,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
387,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
388,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
389,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
390,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
391,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
392,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
393,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
394,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
395,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
396,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
397,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
398,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
399,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
400,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
401,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
402,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
403,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
404,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
405,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
406,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
407,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
408,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
409,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
410,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
411,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
412,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
413,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
414,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
415,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
416,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
417,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
418,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
419,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
420,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
421,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
422,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
423,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
424,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
425,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
426,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
427,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
428,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
429,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
430,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
