meterID,gap_start,gap_end,missing_intervals,duration_hours
41,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
42,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
43,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
44,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
45,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
46,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
47,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
48,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
49,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
50,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
51,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
52,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
53,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
54,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
55,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
56,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
57,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
58,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
59,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
60,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
61,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
62,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
63,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
64,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
65,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
66,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
67,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
68,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
69,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
70,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
71,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
72,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
73,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
74,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
75,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
76,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
77,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
78,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
79,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
80,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
81,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
82,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
83,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
84,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
85,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
86,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
87,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
88,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
89,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
90,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
91,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
92,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
93,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
94,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
95,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
96,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
97,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
98,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
99,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
100,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
101,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
102,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
103,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
104,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
105,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
106,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
107,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
108,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
109,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
110,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
111,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
112,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
113,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
114,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
115,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
116,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
117,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
118,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
119,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
120,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
121,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
122,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
123,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
124,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
125,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
126,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
127,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
128,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
129,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
130,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
131,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
132,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
133,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
134,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
135,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
136,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
137,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
138,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
139,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
140,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
141,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
142,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
143,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
144,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
145,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
146,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
147,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
148,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
149,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
150,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
151,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
152,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
153,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
154,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
155,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
156,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
157,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
158,2016-03-27 23:00:00,2016-03-27 23:45:00,4,1.0
159,2016-01-01 23:30:00,2016-01-01 23:45:00,2,0.5
159,2016-01-02 23:30:00,2016-01-02 23:45:00,2,0.5
159,2016-01-03 23:30:00,2016-01-03 23:45:00,2,0.5
159,2016-01-04 23:30:00,2016-01-04 23:45:00,2,0.5
159,2016-01-05 23:30:00,2016-01-05 23:45:00,2,0.5
159,2016-01-06 23:30:00,2016-01-06 23:45:00,2,0.5
159,2016-01-07 23:30:00,2016-01-07 23:45:00,2,0.5
159,2016-01-08 23:30:00,2016-01-08 23:45:00,2,0.5
159,2016-01-09 23:30:00,2016-01-09 23:45:00,2,0.5
159,2016-01-10 23:30:00,2016-01-10 23:45:00,2,0.5
159,2016-01-11 23:30:00,2016-01-11 23:45:00,2,0.5
159,2016-01-12 23:30:00,2016-01-12 23:45:00,2,0.5
159,2016-01-13 23:30:00,2016-01-13 23:45:00,2,0.5
159,2016-01-14 23:30:00,2016-01-14 23:45:00,2,0.5
159,2016-01-15 23:30:00,2016-01-15 23:45:00,2,0.5
159,2016-01-16 23:30:00,2016-01-16 23:45:00,2,0.5
159,2016-01-17 23:30:00,2016-01-17 23:45:00,2,0.5
159,2016-01-18 23:30:00,2016-01-18 23:45:00,2,0.5
159,2016-01-19 23:30:00,2016-01-19 23:45:00,2,0.5
159,2016-01-20 23:30:00,2016-01-20 23:45:00,2,0.5
159,2016-01-21 23:30:00,2016-01-21 23:45:00,2,0.5
159,2016-01-22 23:30:00,2016-01-22 23:45:00,2,0.5
159,2016-01-23 23:30:00,2016-01-23 23:45:00,2,0.5
159,2016-01-24 23:30:00,2016-01-24 23:45:00,2,0.5
159,2016-01-25 23:30:00,2016-01-25 23:45:00,2,0.5
159,2016-01-26 23:30:00,2016-01-26 23:45:00,2,0.5
159,2016-01-27 23:30:00,2016-01-27 23:45:00,2,0.5
159,2016-01-28 23:30:00,2016-01-28 23:45:00,2,0.5
159,2016-01-29 23:30:00,2016-01-29 23:45:00,2,0.5
159,2016-01-30 23:30:00,2016-01-30 23:45:00,2,0.5
159,2016-01-31 23:30:00,2016-01-31 23:45:00,2,0.5
159,2016-02-01 23:30:00,2016-02-01 23:45:00,2,0.5
159,2016-02-02 23:30:00,2016-02-02 23:45:00,2,0.5
159,2016-02-03 23:30:00,2016-02-03 23:45:00,2,0.5
159,2016-02-04 23:30:00,2016-02-04 23:45:00,2,0.5
159,2016-02-05 23:30:00,2016-02-05 23:45:00,2,0.5
159,2016-02-06 23:30:00,2016-02-06 23:45:00,2,0.5
159,2016-02-07 23:30:00,2016-02-07 23:45:00,2,0.5
159,2016-02-08 23:30:00,2016-02-08 23:45:00,2,0.5
159,2016-02-09 23:30:00,2016-02-09 23:45:00,2,0.5
159,2016-02-10 23:30:00,2016-02-10 23:45:00,2,0.5
159,2016-02-11 23:30:00,2016-02-11 23:45:00,2,0.5
159,2016-02-12 23:30:00,2016-02-12 23:45:00,2,0.5
159,2016-02-13 23:30:00,2016-02-13 23:45:00,2,0.5
159,2016-02-14 23:30:00,2016-02-14 23:45:00,2,0.5
159,2016-02-15 23:30:00,2016-02-15 23:45:00,2,0.5
159,2016-02-16 23:30:00,2016-02-16 23:45:00,2,0.5
159,2016-02-17 23:30:00,2016-02-17 23:45:00,2,0.5
159,2016-02-18 23:30:00,2016-02-18 23:45:00,2,0.5
159,2016-02-19 23:30:00,2016-02-19 23:45:00,2,0.5
159,2016-02-20 23:30:00,2016-02-20 23:45:00,2,0.5
159,2016-02-21 23:30:00,2016-02-21 23:45:00,2,0.5
159,2016-02-22 23:30:00,2016-02-22 23:45:00,2,0.5
159,2016-02-23 23:30:00,2016-02-23 23:45:00,2,0.5
159,2016-02-24 23:30:00,2016-02-24 23:45:00,2,0.5
159,2016-02-25 23:30:00,2016-02-25 23:45:00,2,0.5
159,2016-02-26 23:30:00,2016-02-26 23:45:00,2,0.5
159,2016-02-27 23:30:00,2016-02-27 23:45:00,2,0.5
159,2016-02-28 23:30:00,2016-02-28 23:45:00,2,0.5
159,2016-02-29 23:30:00,2016-02-29 23:45:00,2,0.5
159,2016-03-01 23:30:00,2016-03-01 23:45:00,2,0.5
159,2016-03-02 23:30:00,2016-03-02 23:45:00,2,0.5
159,2016-03-03 23:30:00,2016-03-03 23:45:00,2,0.5
159,2016-03-04 23:30:00,2016-03-04 23:45:00,2,0.5
159,2016-03-05 23:30:00,2016-03-05 23:45:00,2,0.5
159,2016-03-06 23:30:00,2016-03-06 23:45:00,2,0.5
159,2016-03-07 23:30:00,2016-03-07 23:45:00,2,0.5
159,2016-03-08 23:30:00,2016-03-08 23:45:00,2,0.5
159,2016-03-09 23:30:00,2016-03-09 23:45:00,2,0.5
159,2016-03-10 23:30:00,2016-03-10 23:45:00,2,0.5
159,2016-03-11 23:30:00,2016-03-11 23:45:00,2,0.5
159,2016-03-12 23:30:00,2016-03-12 23:45:00,2,0.5
159,2016-03-13 23:30:00,2016-03-13 23:45:00,2,0.5
159,2016-03-14 23:30:00,2016-03-14 23:45:00,2,0.5
159,2016-03-15 23:30:00,2016-03-15 23:45:00,2,0.5
159,2016-03-16 23:30:00,2016-03-16 23:45:00,2,0.5
159,2016-03-17 23:30:00,2016-03-17 23:45:00,2,0.5
159,2016-03-18 23:30:00,2016-03-18 23:45:00,2,0.5
159,2016-03-19 23:30:00,2016-03-19 23:45:00,2,0.5
159,2016-03-20 23:30:00,2016-03-20 23:45:00,2,0.5
159,2016-03-21 23:30:00,2016-03-21 23:45:00,2,0.5
159,2016-03-22 23:30:00,2016-03-22 23:45:00,2,0.5
159,2016-03-23 23:30:00,2016-03-23 23:45:00,2,0.5
159,2016-03-24 23:30:00,2016-03-24 23:45:00,2,0.5
159,2016-03-25 23:30:00,2016-03-25 23:45:00,2,0.5
159,2016-03-26 23:30:00,2016-03-26 23:45:00,2,0.5
159,2016-03-27 22:30:00,2016-03-27 23:45:00,6,1.5
159,2016-03-28 23:30:00,2016-03-28 23:45:00,2,0.5
159,2016-03-29 23:30:00,2016-03-29 23:45:00,2,0.5
159,2016-03-30 23:30:00,2016-03-30 23:45:00,2,0.5
159,2016-03-31 23:30:00,2016-03-31 23:45:00,2,0.5
159,2016-04-01 23:30:00,2016-04-01 23:45:00,2,0.5
159,2016-04-02 23:30:00,2016-04-02 23:45:00,2,0.5
159,2016-04-03 23:30:00,2016-04-03 23:45:00,2,0.5
159,2016-04-04 23:30:00,2016-04-04 23:45:00,2,0.5
159,2016-04-05 23:30:00,2016-04-05 23:45:00,2,0.5
159,2016-04-06 23:30:00,2016-04-06 23:45:00,2,0.5
159,2016-04-07 23:30:00,2016-04-07 23:45:00,2,0.5
159,2016-04-08 23:30:00,2016-04-08 23:45:00,2,0.5
159,2016-04-09 23:30:00,2016-04-09 23:45:00,2,0.5
159,2016-04-10 23:30:00,2016-04-10 23:45:00,2,0.5
159,2016-04-11 23:30:00,2016-04-11 23:45:00,2,0.5
159,2016-04-12 23:30:00,2016-04-12 23:45:00,2,0.5
159,2016-04-13 23:30:00,2016-04-13 23:45:00,2,0.5
159,2016-04-14 23:30:00,2016-04-14 23:45:00,2,0.5
159,2016-04-15 23:30:00,2016-04-15 23:45:00,2,0.5
159,2016-04-16 23:30:00,2016-04-16 23:45:00,2,0.5
159,2016-04-17 23:30:00,2016-04-17 23:45:00,2,0.5
159,2016-04-18 23:30:00,2016-04-18 23:45:00,2,0.5
159,2016-04-19 23:30:00,2016-04-19 23:45:00,2,0.5
159,2016-04-20 23:30:00,2016-04-20 23:45:00,2,0.5
159,2016-04-21 23:30:00,2016-04-21 23:45:00,2,0.5
159,2016-04-22 23:30:00,2016-04-22 23:45:00,2,0.5
159,2016-04-23 23:30:00,2016-04-23 23:45:00,2,0.5
159,2016-04-24 23:30:00,2016-04-24 23:45:00,2,0.5
159,2016-04-25 23:30:00,2016-04-25 23:45:00,2,0.5
159,2016-04-26 23:30:00,2016-04-26 23:45:00,2,0.5
159,2016-04-27 23:30:00,2016-04-27 23:45:00,2,0.5
159,2016-04-28 23:30:00,2016-04-28 23:45:00,2,0.5
159,2016-04-29 23:30:00,2016-04-29 23:45:00,2,0.5
159,2016-04-30 23:30:00,2016-04-30 23:45:00,2,0.5
159,2016-05-01 23:30:00,2016-05-01 23:45:00,2,0.5
159,2016-05-02 23:30:00,2016-05-02 23:45:00,2,0.5
159,2016-05-03 23:30:00,2016-05-03 23:45:00,2,0.5
159,2016-05-04 23:30:00,2016-05-04 23:45:00,2,0.5
159,2016-05-05 23:30:00,2016-05-05 23:45:00,2,0.5
159,2016-05-06 23:30:00,2016-05-06 23:45:00,2,0.5
159,2016-05-07 23:30:00,2016-05-07 23:45:00,2,0.5
159,2016-05-08 23:30:00,2016-05-08 23:45:00,2,0.5
159,2016-05-09 23:30:00,2016-05-09 23:45:00,2,0.5
159,2016-05-10 23:30:00,2016-05-10 23:45:00,2,0.5
159,2016-05-11 23:30:00,2016-05-11 23:45:00,2,0.5
159,2016-05-12 23:30:00,2016-05-12 23:45:00,2,0.5
159,2016-05-13 23:30:00,2016-05-13 23:45:00,2,0.5
159,2016-05-14 23:30:00,2016-05-14 23:45:00,2,0.5
159,2016-05-15 23:30:00,2016-05-15 23:45:00,2,0.5
159,2016-05-16 23:30:00,2016-05-16 23:45:00,2,0.5
159,2016-05-17 23:30:00,2016-05-17 23:45:00,2,0.5
159,2016-05-18 23:30:00,2016-05-18 23:45:00,2,0.5
159,2016-05-19 23:30:00,2016-05-19 23:45:00,2,0.5
159,2016-05-20 23:30:00,2016-05-20 23:45:00,2,0.5
159,2016-05-21 23:30:00,2016-05-21 23:45:00,2,0.5
159,2016-05-22 23:30:00,2016-05-22 23:45:00,2,0.5
159,2016-05-23 23:30:00,2016-05-23 23:45:00,2,0.5
159,2016-05-24 23:30:00,2016-05-24 23:45:00,2,0.5
159,2016-05-25 23:30:00,2016-05-25 23:45:00,2,0.5
159,2016-05-26 23:30:00,2016-05-26 23:45:00,2,0.5
159,2016-05-27 23:30:00,2016-05-27 23:45:00,2,0.5
159,2016-05-28 23:30:00,2016-05-28 23:45:00,2,0.5
159,2016-05-29 23:30:00,2016-05-29 23:45:00,2,0.5
159,2016-05-30 23:30:00,2016-05-30 23:45:00,2,0.5
159,2016-05-31 23:30:00,2016-05-31 23:45:00,2,0.5
159,2016-06-01 23:30:00,2016-06-01 23:45:00,2,0.5
159,2016-06-02 23:30:00,2016-06-02 23:45:00,2,0.5
159,2016-06-03 23:30:00,2016-06-03 23:45:00,2,0.5
159,2016-06-04 23:30:00,2016-06-04 23:45:00,2,0.5
159,2016-06-05 23:30:00,2016-06-05 23:45:00,2,0.5
159,2016-06-06 23:30:00,2016-06-06 23:45:00,2,0.5
159,2016-06-07 23:30:00,2016-06-07 23:45:00,2,0.5
159,2016-06-08 23:30:00,2016-06-08 23:45:00,2,0.5
159,2016-06-09 23:30:00,2016-06-09 23:45:00,2,0.5
159,2016-06-10 23:30:00,2016-06-10 23:45:00,2,0.5
159,2016-06-11 23:30:00,2016-06-11 23:45:00,2,0.5
159,2016-06-12 23:30:00,2016-06-12 23:45:00,2,0.5
159,2016-06-13 23:30:00,2016-06-13 23:45:00,2,0.5
159,2016-06-14 23:30:00,2016-06-14 23:45:00,2,0.5
159,2016-06-15 23:30:00,2016-06-15 23:45:00,2,0.5
159,2016-06-16 23:30:00,2016-06-16 23:45:00,2,0.5
159,2016-06-17 23:30:00,2016-06-17 23:45:00,2,0.5
159,2016-06-18 23:30:00,2016-06-18 23:45:00,2,0.5
159,2016-06-19 23:30:00,2016-06-19 23:45:00,2,0.5
159,2016-06-20 23:30:00,2016-06-20 23:45:00,2,0.5
159,2016-06-21 23:30:00,2016-06-21 23:45:00,2,0.5
159,2016-06-22 23:30:00,2016-06-22 23:45:00,2,0.5
159,2016-06-23 23:30:00,2016-06-23 23:45:00,2,0.5
159,2016-06-24 23:30:00,2016-06-24 23:45:00,2,0.5
159,2016-06-25 23:30:00,2016-06-25 23:45:00,2,0.5
159,2016-06-26 23:30:00,2016-06-26 23:45:00,2,0.5
159,2016-06-27 23:30:00,2016-06-27 23:45:00,2,0.5
159,2016-06-28 23:30:00,2016-06-28 23:45:00,2,0.5
159,2016-06-29 23:30:00,2016-06-29 23:45:00,2,0.5
159,2016-06-30 23:30:00,2016-06-30 23:45:00,2,0.5
159,2016-07-01 23:30:00,2016-07-01 23:45:00,2,0.5
159,2016-07-02 23:30:00,2016-07-02 23:45:00,2,0.5
159,2016-07-03 23:30:00,2016-07-03 23:45:00,2,0.5
159,2016-07-04 23:30:00,2016-07-04 23:45:00,2,0.5
159,2016-07-05 23:30:00,2016-07-05 23:45:00,2,0.5
159,2016-07-06 23:30:00,2016-07-06 23:45:00,2,0.5
159,2016-07-07 23:30:00,2016-07-07 23:45:00,2,0.5
159,2016-07-08 23:30:00,2016-07-08 23:45:00,2,0.5
159,2016-07-09 23:30:00,2016-07-09 23:45:00,2,0.5
159,2016-07-10 23:30:00,2016-07-10 23:45:00,2,0.5
159,2016-07-11 23:30:00,2016-07-11 23:45:00,2,0.5
159,2016-07-12 23:30:00,2016-07-12 23:45:00,2,0.5
159,2016-07-13 23:30:00,2016-07-13 23:45:00,2,0.5
159,2016-07-14 23:30:00,2016-07-14 23:45:00,2,0.5
159,2016-07-15 23:30:00,2016-07-15 23:45:00,2,0.5
159,2016-07-16 23:30:00,2016-07-16 23:45:00,2,0.5
159,2016-07-17 23:30:00,2016-07-17 23:45:00,2,0.5
159,2016-07-18 23:30:00,2016-07-18 23:45:00,2,0.5
159,2016-07-19 23:30:00,2016-07-19 23:45:00,2,0.5
159,2016-07-20 23:30:00,2016-07-20 23:45:00,2,0.5
159,2016-07-21 23:30:00,2016-07-21 23:45:00,2,0.5
159,2016-07-22 23:30:00,2016-07-22 23:45:00,2,0.5
159,2016-07-23 23:30:00,2016-07-23 23:45:00,2,0.5
159,2016-07-24 23:30:00,2016-07-24 23:45:00,2,0.5
159,2016-07-25 23:30:00,2016-07-25 23:45:00,2,0.5
159,2016-07-26 23:30:00,2016-07-26 23:45:00,2,0.5
159,2016-07-27 23:30:00,2016-07-27 23:45:00,2,0.5
159,2016-07-28 23:30:00,2016-07-28 23:45:00,2,0.5
159,2016-07-29 23:30:00,2016-07-29 23:45:00,2,0.5
159,2016-07-30 23:30:00,2016-07-30 23:45:00,2,0.5
159,2016-07-31 23:30:00,2016-07-31 23:45:00,2,0.5
159,2016-08-01 23:30:00,2016-08-01 23:45:00,2,0.5
159,2016-08-02 23:30:00,2016-08-02 23:45:00,2,0.5
159,2016-08-03 23:30:00,2016-08-03 23:45:00,2,0.5
159,2016-08-04 23:30:00,2016-08-04 23:45:00,2,0.5
159,2016-08-05 23:30:00,2016-08-05 23:45:00,2,0.5
159,2016-08-06 23:30:00,2016-08-06 23:45:00,2,0.5
159,2016-08-07 23:30:00,2016-08-07 23:45:00,2,0.5
159,2016-08-08 23:30:00,2016-08-08 23:45:00,2,0.5
159,2016-08-09 23:30:00,2016-08-09 23:45:00,2,0.5
159,2016-08-10 23:30:00,2016-08-10 23:45:00,2,0.5
159,2016-08-11 23:30:00,2016-08-11 23:45:00,2,0.5
159,2016-08-12 23:30:00,2016-08-12 23:45:00,2,0.5
159,2016-08-13 23:30:00,2016-08-13 23:45:00,2,0.5
159,2016-08-14 23:30:00,2016-08-14 23:45:00,2,0.5
159,2016-08-15 23:30:00,2016-08-15 23:45:00,2,0.5
159,2016-08-16 23:30:00,2016-08-16 23:45:00,2,0.5
159,2016-08-17 23:30:00,2016-08-17 23:45:00,2,0.5
159,2016-08-18 23:30:00,2016-08-18 23:45:00,2,0.5
159,2016-08-19 23:30:00,2016-08-19 23:45:00,2,0.5
159,2016-08-20 23:30:00,2016-08-20 23:45:00,2,0.5
159,2016-08-21 23:30:00,2016-08-21 23:45:00,2,0.5
159,2016-08-22 23:30:00,2016-08-22 23:45:00,2,0.5
159,2016-08-23 23:30:00,2016-08-23 23:45:00,2,0.5
159,2016-08-24 23:30:00,2016-08-24 23:45:00,2,0.5
159,2016-08-25 23:30:00,2016-08-25 23:45:00,2,0.5
159,2016-08-26 23:30:00,2016-08-26 23:45:00,2,0.5
159,2016-08-27 23:30:00,2016-08-27 23:45:00,2,0.5
159,2016-08-28 23:30:00,2016-08-28 23:45:00,2,0.5
159,2016-08-29 23:30:00,2016-08-29 23:45:00,2,0.5
159,2016-08-30 23:30:00,2016-08-30 23:45:00,2,0.5
159,2016-08-31 23:30:00,2016-08-31 23:45:00,2,0.5
159,2016-09-01 23:30:00,2016-09-01 23:45:00,2,0.5
159,2016-09-02 23:30:00,2016-09-02 23:45:00,2,0.5
159,2016-09-03 23:30:00,2016-09-03 23:45:00,2,0.5
159,2016-09-04 23:30:00,2016-09-04 23:45:00,2,0.5
159,2016-09-05 23:30:00,2016-09-05 23:45:00,2,0.5
159,2016-09-06 23:30:00,2016-09-06 23:45:00,2,0.5
159,2016-09-07 23:30:00,2016-09-07 23:45:00,2,0.5
159,2016-09-08 23:30:00,2016-09-08 23:45:00,2,0.5
159,2016-09-09 23:30:00,2016-09-09 23:45:00,2,0.5
