meterID,missing_date
933,2016-03-14
933,2016-03-15
933,2016-03-16
933,2016-03-17
933,2016-03-18
933,2016-03-19
933,2016-03-20
933,2016-03-21
933,2016-03-22
933,2016-03-23
933,2016-03-24
933,2016-03-25
933,2016-03-26
933,2016-03-27
933,2016-03-28
933,2016-03-29
933,2016-03-30
933,2016-03-31
933,2016-04-01
933,2016-04-02
933,2016-04-03
933,2016-04-04
933,2016-04-05
933,2016-04-06
933,2016-04-07
933,2016-04-08
933,2016-04-09
933,2016-04-10
933,2016-04-11
933,2016-04-12
933,2016-04-13
933,2016-04-14
933,2016-04-15
933,2016-04-16
933,2016-04-17
933,2016-04-18
933,2016-04-19
933,2016-04-20
933,2016-04-21
933,2016-04-22
933,2016-04-23
933,2016-04-24
933,2016-04-25
933,2016-04-26
933,2016-04-27
933,2016-04-28
933,2016-04-29
933,2016-04-30
933,2016-05-01
933,2017-01-01
933,2017-01-02
933,2017-01-03
933,2017-01-04
933,2017-01-05
933,2017-01-06
933,2017-01-07
933,2017-01-08
933,2017-01-09
933,2017-01-10
933,2017-01-11
933,2017-01-12
933,2017-01-13
933,2017-01-14
933,2017-01-15
933,2017-01-16
933,2017-01-17
933,2017-01-18
933,2017-01-19
933,2017-01-20
933,2017-01-21
933,2017-01-22
933,2017-01-23
933,2017-01-24
933,2017-01-25
933,2017-01-26
933,2017-01-27
933,2017-01-28
933,2017-01-29
933,2017-01-30
29,2016-01-01
29,2016-01-02
29,2016-01-03
29,2016-01-04
29,2016-01-05
29,2016-01-06
29,2016-01-07
29,2016-01-08
29,2016-01-09
29,2016-01-10
29,2016-01-11
29,2016-01-12
29,2016-01-13
29,2016-01-14
29,2016-01-15
29,2016-01-16
29,2016-01-17
29,2016-01-18
29,2016-01-19
29,2016-01-20
29,2016-01-21
29,2016-01-22
29,2016-01-23
29,2016-01-24
29,2016-01-25
29,2016-01-26
29,2016-01-27
29,2016-01-28
29,2016-01-29
29,2016-01-30
29,2016-01-31
29,2016-02-01
29,2016-02-02
29,2016-02-03
29,2016-02-04
29,2016-02-05
29,2016-02-06
29,2016-02-07
29,2016-02-08
29,2016-02-09
29,2016-02-10
29,2016-02-11
29,2016-02-12
29,2016-02-13
29,2016-02-14
29,2016-02-15
29,2016-02-16
29,2016-02-17
29,2016-02-18
29,2016-02-19
29,2016-02-20
29,2016-02-21
29,2016-02-22
29,2016-02-23
29,2016-02-24
29,2016-02-25
29,2016-02-26
29,2016-02-27
29,2016-02-28
29,2016-02-29
29,2016-03-01
29,2016-03-02
29,2016-03-03
29,2016-03-04
29,2016-03-05
29,2016-03-06
29,2016-03-07
29,2016-03-08
29,2016-03-09
29,2016-03-10
29,2016-03-11
29,2016-03-12
29,2016-03-13
29,2016-03-14
29,2016-03-15
29,2016-03-16
29,2016-03-17
29,2016-03-18
29,2016-03-19
29,2016-03-20
29,2016-03-21
29,2016-03-22
29,2016-03-23
29,2016-03-24
29,2016-03-25
29,2016-03-26
29,2016-03-27
29,2016-03-28
29,2016-03-29
29,2016-03-30
29,2016-03-31
29,2016-04-01
29,2016-04-02
29,2016-04-03
29,2016-04-04
29,2016-04-05
29,2016-04-06
29,2016-04-07
29,2016-04-08
29,2016-04-09
29,2016-04-10
29,2016-04-11
29,2016-04-12
29,2016-04-13
29,2016-04-14
29,2016-04-15
29,2016-04-16
29,2016-04-17
29,2016-04-18
29,2016-04-19
29,2016-04-20
29,2016-04-21
29,2016-04-22
29,2016-04-23
29,2016-04-24
29,2016-04-25
29,2016-04-26
29,2016-04-27
29,2016-04-28
29,2016-04-29
29,2016-04-30
29,2016-05-01
29,2016-05-02
29,2016-05-03
29,2016-05-04
29,2016-05-05
29,2016-05-06
29,2016-05-07
29,2016-05-08
29,2016-05-09
29,2016-05-10
29,2016-05-11
29,2016-05-12
29,2016-05-13
29,2016-05-14
29,2016-05-15
29,2016-05-16
29,2016-05-17
29,2016-05-18
29,2016-05-19
29,2016-05-20
29,2016-05-21
29,2016-05-22
29,2016-05-23
29,2016-05-24
29,2016-05-25
29,2016-05-26
29,2016-05-27
29,2016-05-28
29,2016-05-29
29,2016-05-30
29,2017-01-01
29,2017-01-02
29,2017-01-03
29,2017-01-04
29,2017-01-05
29,2017-01-06
29,2017-01-07
29,2017-01-08
29,2017-01-09
29,2017-01-10
29,2017-01-11
29,2017-01-12
29,2017-01-13
29,2017-01-14
29,2017-01-15
29,2017-01-16
29,2017-01-17
29,2017-01-18
29,2017-01-19
29,2017-01-20
29,2017-01-21
29,2017-01-22
29,2017-01-23
29,2017-01-24
29,2017-01-25
29,2017-01-26
29,2017-01-27
29,2017-01-28
29,2017-01-29
29,2017-01-30
357,2016-01-01
357,2016-01-02
357,2016-01-03
357,2016-01-04
357,2016-01-05
357,2016-01-06
357,2016-01-07
357,2016-01-08
357,2016-01-09
357,2016-01-10
357,2016-01-11
357,2016-01-12
357,2016-01-13
357,2016-01-14
357,2016-01-15
357,2016-01-16
357,2016-01-17
357,2016-01-18
357,2016-01-19
357,2016-01-20
357,2016-01-21
357,2016-01-22
357,2016-01-23
357,2016-01-24
357,2016-01-25
357,2016-01-26
357,2016-01-27
357,2016-01-28
357,2016-01-29
357,2016-01-30
357,2016-01-31
357,2016-02-01
357,2016-02-02
357,2016-02-03
357,2016-02-04
357,2016-02-05
357,2016-02-06
357,2016-02-07
357,2016-02-08
357,2016-02-09
357,2016-02-10
357,2016-02-11
357,2017-01-01
357,2017-01-02
357,2017-01-03
357,2017-01-04
357,2017-01-05
357,2017-01-06
357,2017-01-07
357,2017-01-08
357,2017-01-09
357,2017-01-10
357,2017-01-11
357,2017-01-12
357,2017-01-13
357,2017-01-14
357,2017-01-15
357,2017-01-16
357,2017-01-17
357,2017-01-18
357,2017-01-19
357,2017-01-20
357,2017-01-21
357,2017-01-22
357,2017-01-23
357,2017-01-24
357,2017-01-25
357,2017-01-26
357,2017-01-27
357,2017-01-28
357,2017-01-29
357,2017-01-30
183,2016-01-01
183,2016-01-02
183,2016-01-03
183,2016-01-04
183,2016-01-05
183,2016-01-06
183,2016-01-07
183,2016-01-08
183,2016-01-09
183,2016-01-10
183,2016-01-11
183,2016-01-12
183,2016-01-13
183,2016-01-14
183,2016-01-15
183,2016-01-16
183,2016-01-17
183,2016-01-18
183,2016-01-19
183,2016-01-20
183,2016-01-21
183,2016-01-22
183,2016-01-23
183,2016-01-24
183,2016-01-25
183,2016-01-26
183,2016-01-27
183,2016-01-28
183,2016-01-29
183,2016-01-30
183,2016-01-31
183,2016-02-01
183,2016-02-02
183,2016-02-03
183,2016-02-04
183,2016-02-05
183,2016-02-06
183,2016-02-07
183,2016-02-08
183,2016-02-09
183,2016-02-10
183,2016-02-11
183,2016-02-12
183,2016-02-13
183,2016-02-14
183,2016-02-15
183,2016-02-16
183,2016-02-17
183,2016-02-18
183,2016-02-19
183,2016-02-20
183,2016-02-21
183,2016-02-22
183,2016-02-23
183,2016-02-24
183,2016-02-25
183,2016-02-26
183,2016-02-27
183,2016-02-28
183,2016-02-29
183,2016-03-01
183,2016-03-02
183,2016-03-03
183,2016-03-04
183,2016-03-05
183,2016-03-06
183,2016-03-07
183,2016-03-08
183,2016-03-09
183,2016-03-10
183,2016-03-11
183,2016-03-12
183,2016-03-13
183,2016-03-14
183,2016-03-15
183,2016-03-16
183,2016-03-17
183,2016-03-18
183,2016-03-19
183,2016-03-20
183,2016-03-21
183,2016-03-22
183,2016-03-23
183,2016-03-24
183,2016-03-25
183,2016-03-26
183,2016-03-27
183,2016-03-28
183,2016-03-29
183,2016-03-30
183,2016-03-31
183,2016-04-01
183,2016-04-02
183,2016-04-03
183,2016-04-04
183,2016-04-05
183,2016-04-06
183,2016-04-07
183,2016-04-08
183,2016-04-09
183,2016-04-10
183,2016-04-11
183,2016-04-12
183,2016-04-13
183,2016-04-14
183,2016-04-15
183,2016-04-16
183,2016-04-17
183,2016-04-18
183,2016-04-19
183,2016-04-20
183,2016-04-21
183,2016-04-22
183,2016-04-23
183,2016-04-24
183,2016-04-25
183,2016-04-26
183,2016-04-27
183,2016-04-28
183,2016-04-29
183,2016-04-30
183,2016-05-01
183,2016-05-02
183,2016-05-03
183,2016-05-04
183,2016-05-05
183,2017-01-01
183,2017-01-02
183,2017-01-03
183,2017-01-04
183,2017-01-05
183,2017-01-06
183,2017-01-07
183,2017-01-08
183,2017-01-09
183,2017-01-10
183,2017-01-11
183,2017-01-12
183,2017-01-13
183,2017-01-14
183,2017-01-15
183,2017-01-16
183,2017-01-17
183,2017-01-18
183,2017-01-19
183,2017-01-20
183,2017-01-21
183,2017-01-22
183,2017-01-23
183,2017-01-24
183,2017-01-25
183,2017-01-26
183,2017-01-27
183,2017-01-28
183,2017-01-29
183,2017-01-30
261,2016-01-01
261,2016-01-02
261,2016-01-03
261,2016-01-04
261,2016-01-05
261,2016-01-06
261,2016-01-07
261,2016-01-08
261,2016-01-09
261,2016-01-10
261,2016-01-11
261,2016-01-12
261,2016-01-13
261,2016-01-14
261,2016-01-15
261,2016-01-16
261,2016-01-17
261,2016-01-18
261,2016-01-19
261,2016-01-20
261,2016-01-21
261,2016-01-22
261,2016-01-23
261,2016-01-24
261,2016-01-25
